battery_capacity_kwh,charger_power_kw,initial_soc_pct,target_soc_pct,charging_time_hours,energy_required_kwh,temperature_c,battery_age_cycles,vehicle_weight_kg,hour_of_day,estimated_cost_inr,vehicle_model,charger_type,user_type,day_of_week
75.0,3.24,44.1,94.7,12.53,38.38,22.8,200,1979.0,19,307.04,Tesla Model Y,Level 1,Commuter,Sunday
75.0,6.52,34.7,84.6,6.03,38.69,12.0,1500,1844.0,8,309.52,Tesla Model 3,Level 2,Commuter,Wednesday
75.0,47.03,15.6,81.4,1.03,51.14,28.9,200,1844.0,14,409.12,Tesla Model 3,DC Fast,Commuter,Thursday
72.6,6.69,36.5,99.2,7.42,46.98,27.7,200,1800.0,19,375.84,Hyundai Ioniq 5,Level 2,Long-Distance Traveler,Monday
75.0,6.72,10.7,78.7,7.67,51.09,20.2,1500,1844.0,8,408.72,Tesla Model 3,Level 2,Long-Distance Traveler,Wednesday
95.0,45.71,8.5,83.0,1.58,72.27,14.9,200,2585.0,8,578.16,Audi e-tron,DC Fast,Commuter,Wednesday
42.2,6.46,26.9,84.5,4.01,25.27,29.5,1000,1195.0,19,202.16,BMW i3,Level 2,Casual Driver,Thursday
75.0,6.78,8.0,94.7,10.84,70.16,38.4,1200,1844.0,23,561.28,Tesla Model 3,Level 2,Commuter,Thursday
40.0,46.4,39.9,82.1,0.49,17.29,25.8,600,1598.0,19,138.32,Nissan Leaf,DC Fast,Commuter,Tuesday
75.0,3.13,51.4,79.2,6.87,21.44,12.6,800,1844.0,23,171.52,Tesla Model 3,Level 1,Commuter,Thursday
65.0,7.11,39.8,97.2,5.62,37.67,22.3,800,1800.0,19,301.36,Chevy Bolt EV,Level 2,Commuter,Wednesday
40.0,6.37,64.8,83.2,1.21,7.67,9.5,800,1598.0,8,61.36,Nissan Leaf,Level 2,Casual Driver,Friday
42.2,6.8,36.0,92.0,3.86,25.19,4.5,400,1195.0,23,201.52,BMW i3,Level 2,Commuter,Thursday
75.0,49.88,66.0,98.8,0.57,27.01,42.0,600,1979.0,23,216.08,Tesla Model Y,DC Fast,Commuter,Monday
72.6,3.29,61.4,79.9,4.32,13.98,10.8,1400,1800.0,14,111.84,Hyundai Ioniq 5,Level 1,Casual Driver,Saturday
75.0,6.8,47.1,79.6,3.8,25.51,9.5,400,1844.0,23,204.08,Tesla Model 3,Level 2,Long-Distance Traveler,Thursday
100.0,6.87,9.6,78.0,10.99,75.85,-4.5,200,2241.0,14,606.8,Tesla Model S,Level 2,Commuter,Sunday
65.0,6.76,16.4,83.5,6.67,44.81,13.3,600,1800.0,19,358.48,Chevy Bolt EV,Level 2,Commuter,Wednesday
100.0,6.5,56.3,83.9,4.37,27.89,22.8,800,2509.0,23,223.12,Tesla Model X,Level 2,Commuter,Saturday
75.0,6.71,48.9,79.7,3.46,23.27,21.2,400,1844.0,19,186.16,Tesla Model 3,Level 2,Commuter,Thursday
75.0,6.35,39.9,83.5,5.67,36.51,-6.1,200,1844.0,14,292.08,Tesla Model 3,Level 2,Long-Distance Traveler,Tuesday
42.2,7.19,49.3,80.4,1.83,13.3,16.6,800,1195.0,23,106.4,BMW i3,Level 2,Casual Driver,Wednesday
75.0,7.03,20.1,78.3,6.21,43.86,19.0,1200,1979.0,19,350.88,Tesla Model Y,Level 2,Long-Distance Traveler,Monday
95.0,6.7,8.0,94.5,13.41,85.63,9.9,200,2585.0,23,685.04,Audi e-tron,Level 2,Commuter,Sunday
65.0,6.38,18.2,81.1,6.82,43.54,4.9,800,1800.0,14,348.32,Chevy Bolt EV,Level 2,Casual Driver,Wednesday
100.0,6.99,30.1,99.7,11.35,74.44,36.4,600,2509.0,19,595.52,Tesla Model X,Level 2,Commuter,Sunday
100.0,6.51,40.5,97.7,9.46,58.01,23.2,400,2509.0,19,464.08,Tesla Model X,Level 2,Commuter,Wednesday
75.0,3.23,22.1,83.1,14.37,45.81,19.9,600,1979.0,19,366.48,Tesla Model Y,Level 1,Commuter,Saturday
95.0,44.27,36.1,94.3,1.39,58.71,34.5,200,2585.0,14,469.68,Audi e-tron,DC Fast,Commuter,Monday
65.0,6.53,27.0,97.1,7.46,46.5,15.0,200,1800.0,19,372.0,Chevy Bolt EV,Level 2,Commuter,Wednesday
75.0,47.58,27.7,78.0,0.79,39.33,9.9,400,1844.0,14,314.64,Tesla Model 3,DC Fast,Long-Distance Traveler,Sunday
40.0,47.2,32.3,80.9,0.51,20.25,30.3,200,1598.0,19,162.0,Nissan Leaf,DC Fast,Commuter,Wednesday
72.6,6.82,47.9,83.1,3.79,25.61,20.9,200,1800.0,8,204.88,Hyundai Ioniq 5,Level 2,Commuter,Saturday
65.0,6.5,17.4,80.4,7.05,45.86,-6.8,800,1800.0,19,366.88,Chevy Bolt EV,Level 2,Commuter,Tuesday
75.0,6.92,39.2,78.4,4.48,30.68,9.6,600,1844.0,23,245.44,Tesla Model 3,Level 2,Casual Driver,Wednesday
75.0,3.14,11.0,84.6,18.09,55.89,16.9,200,1979.0,23,447.12,Tesla Model Y,Level 1,Long-Distance Traveler,Monday
75.0,6.61,50.6,80.6,3.57,23.65,7.2,600,1844.0,19,189.2,Tesla Model 3,Level 2,Commuter,Friday
100.0,6.65,27.8,79.7,8.16,54.41,8.1,1200,2509.0,23,435.28,Tesla Model X,Level 2,Long-Distance Traveler,Thursday
72.6,6.42,42.2,81.5,4.64,29.52,12.0,600,1800.0,14,236.16,Hyundai Ioniq 5,Level 2,Casual Driver,Tuesday
72.6,7.18,23.0,80.0,5.86,42.45,26.0,1400,1800.0,23,339.6,Hyundai Ioniq 5,Level 2,Casual Driver,Saturday
100.0,2.95,35.9,83.6,17.16,50.08,8.3,1000,2241.0,8,400.64,Tesla Model S,Level 1,Commuter,Wednesday
100.0,6.78,27.2,81.3,9.21,61.84,-11.4,800,2241.0,8,494.72,Tesla Model S,Level 2,Commuter,Thursday
40.0,3.13,48.2,84.0,5.07,15.67,-1.5,600,1598.0,23,125.36,Nissan Leaf,Level 1,Commuter,Thursday
77.4,45.06,43.4,80.1,0.66,31.01,41.0,400,1960.0,23,248.08,Kia EV6,DC Fast,Commuter,Friday
75.0,6.74,39.6,80.4,4.59,31.29,14.8,1000,1844.0,23,250.32,Tesla Model 3,Level 2,Casual Driver,Tuesday
100.0,6.98,25.1,96.9,11.89,78.18,-0.3,200,2241.0,23,625.44,Tesla Model S,Level 2,Commuter,Wednesday
95.0,6.98,50.7,82.5,4.63,32.21,35.3,1400,2585.0,8,257.68,Audi e-tron,Level 2,Commuter,Monday
75.0,46.65,26.4,98.4,1.25,57.13,6.2,1000,1979.0,23,457.04,Tesla Model Y,DC Fast,Long-Distance Traveler,Friday
95.0,47.06,34.4,93.9,1.25,58.95,9.7,400,2585.0,14,471.6,Audi e-tron,DC Fast,Long-Distance Traveler,Wednesday
75.0,6.91,41.3,78.5,4.38,30.55,41.8,400,1844.0,14,244.4,Tesla Model 3,Level 2,Long-Distance Traveler,Monday
75.0,46.12,42.1,81.5,0.62,30.22,14.6,400,1979.0,23,241.76,Tesla Model Y,DC Fast,Commuter,Tuesday
100.0,6.71,40.4,78.2,5.83,39.36,29.7,1200,2241.0,8,314.88,Tesla Model S,Level 2,Long-Distance Traveler,Wednesday
100.0,6.88,27.6,83.4,8.29,56.15,18.4,400,2241.0,8,449.2,Tesla Model S,Level 2,Casual Driver,Saturday
75.0,6.63,53.5,93.9,4.81,30.83,24.4,600,1979.0,14,246.64,Tesla Model Y,Level 2,Casual Driver,Wednesday
75.0,6.64,39.7,95.5,6.88,43.26,11.8,1000,1979.0,19,346.08,Tesla Model Y,Level 2,Commuter,Thursday
100.0,6.68,38.4,81.2,6.53,43.59,15.1,800,2509.0,8,348.72,Tesla Model X,Level 2,Casual Driver,Wednesday
72.6,6.47,35.1,99.5,7.95,47.91,14.1,1400,1800.0,19,383.28,Hyundai Ioniq 5,Level 2,Casual Driver,Friday
65.0,47.08,28.8,92.1,0.88,41.17,19.6,400,1800.0,23,329.36,Chevy Bolt EV,DC Fast,Commuter,Saturday
65.0,44.64,12.8,78.8,1.02,45.38,6.7,1500,1800.0,23,363.04,Chevy Bolt EV,DC Fast,Commuter,Thursday
100.0,44.08,53.2,83.1,0.75,33.91,-9.5,600,2241.0,8,271.28,Tesla Model S,DC Fast,Long-Distance Traveler,Tuesday
75.0,3.2,8.0,79.4,17.62,56.47,7.1,1200,1979.0,23,451.76,Tesla Model Y,Level 1,Commuter,Friday
65.0,6.85,11.4,79.2,6.86,47.19,3.4,200,1800.0,14,377.52,Chevy Bolt EV,Level 2,Commuter,Sunday
42.2,6.34,37.8,94.5,3.99,24.04,19.2,1000,1195.0,8,192.32,BMW i3,Level 2,Commuter,Tuesday
100.0,47.16,28.4,98.3,1.65,72.23,28.0,800,2509.0,14,577.84,Tesla Model X,DC Fast,Casual Driver,Sunday
65.0,6.38,55.8,81.6,2.71,17.42,10.3,600,1800.0,8,139.36,Chevy Bolt EV,Level 2,Long-Distance Traveler,Tuesday
65.0,7.15,28.4,78.5,4.55,32.56,19.6,1500,1800.0,19,260.48,Chevy Bolt EV,Level 2,Commuter,Sunday
75.0,7.04,30.0,78.2,5.27,36.63,23.3,600,1844.0,19,293.04,Tesla Model 3,Level 2,Long-Distance Traveler,Tuesday
95.0,46.74,22.3,79.1,1.12,54.06,20.2,600,2585.0,14,432.48,Audi e-tron,DC Fast,Commuter,Thursday
75.0,48.86,11.9,83.6,1.18,59.89,-5.7,200,1979.0,19,479.12,Tesla Model Y,DC Fast,Commuter,Friday
75.0,46.44,45.0,84.9,0.69,31.02,29.1,200,1979.0,23,248.16,Tesla Model Y,DC Fast,Long-Distance Traveler,Wednesday
75.0,6.62,37.5,82.4,5.24,34.46,14.4,400,1979.0,23,275.68,Tesla Model Y,Level 2,Casual Driver,Monday
75.0,7.11,30.5,79.4,5.19,37.15,16.5,800,1979.0,19,297.2,Tesla Model Y,Level 2,Casual Driver,Sunday
40.0,45.85,22.1,92.3,0.76,29.49,8.1,1000,1598.0,19,235.92,Nissan Leaf,DC Fast,Casual Driver,Monday
75.0,49.71,27.6,85.0,0.97,45.99,4.1,1000,1979.0,14,367.92,Tesla Model Y,DC Fast,Long-Distance Traveler,Saturday
95.0,6.6,43.5,81.1,5.9,38.54,38.4,400,2585.0,23,308.32,Audi e-tron,Level 2,Commuter,Wednesday
40.0,46.21,35.1,95.6,0.61,24.4,18.1,200,1598.0,8,195.2,Nissan Leaf,DC Fast,Commuter,Thursday
100.0,6.59,39.4,82.6,6.93,45.15,9.2,200,2509.0,23,361.2,Tesla Model X,Level 2,Casual Driver,Saturday
100.0,6.47,35.8,99.4,11.09,67.06,32.9,800,2509.0,23,536.48,Tesla Model X,Level 2,Long-Distance Traveler,Wednesday
42.2,48.17,16.5,90.7,0.73,33.21,6.0,200,1195.0,14,265.68,BMW i3,DC Fast,Long-Distance Traveler,Saturday
100.0,47.44,38.8,80.0,1.0,46.18,-6.8,400,2509.0,8,369.44,Tesla Model X,DC Fast,Casual Driver,Saturday
75.0,7.16,35.3,96.3,6.85,46.05,21.5,600,1844.0,19,368.4,Tesla Model 3,Level 2,Commuter,Sunday
75.0,2.96,39.5,83.7,11.45,33.62,23.6,1200,1844.0,23,268.96,Tesla Model 3,Level 1,Casual Driver,Monday
95.0,45.55,42.7,95.8,1.2,50.84,18.1,400,2585.0,19,406.72,Audi e-tron,DC Fast,Casual Driver,Friday
72.6,45.29,27.1,83.5,1.02,44.74,-1.3,400,1800.0,14,357.92,Hyundai Ioniq 5,DC Fast,Long-Distance Traveler,Sunday
75.0,6.84,38.8,83.0,5.14,34.44,11.1,200,1844.0,8,275.52,Tesla Model 3,Level 2,Commuter,Friday
100.0,2.93,30.2,79.5,17.21,50.49,25.9,1000,2241.0,23,403.92,Tesla Model S,Level 1,Commuter,Tuesday
75.0,6.53,41.7,78.3,4.31,28.68,30.5,200,1844.0,19,229.44,Tesla Model 3,Level 2,Casual Driver,Tuesday
75.0,6.54,35.4,93.3,7.41,46.16,5.5,600,1844.0,19,369.28,Tesla Model 3,Level 2,Commuter,Friday
95.0,6.37,57.5,78.5,3.34,20.88,8.9,1200,2585.0,23,167.04,Audi e-tron,Level 2,Commuter,Monday
75.0,6.79,18.0,80.2,6.97,47.77,25.9,1000,1844.0,19,382.16,Tesla Model 3,Level 2,Commuter,Friday
77.4,48.38,49.3,78.6,0.43,23.55,11.3,600,1960.0,19,188.4,Kia EV6,DC Fast,Casual Driver,Monday
75.0,7.2,22.2,93.8,8.41,58.28,39.9,1000,1844.0,8,466.24,Tesla Model 3,Level 2,Casual Driver,Monday
95.0,47.57,38.8,79.4,0.83,38.69,20.8,800,2585.0,14,309.52,Audi e-tron,DC Fast,Commuter,Saturday
75.0,45.56,30.0,98.3,1.23,51.56,18.3,1000,1979.0,19,412.48,Tesla Model Y,DC Fast,Casual Driver,Monday
100.0,46.07,8.0,95.2,1.98,87.94,17.8,600,2509.0,23,703.52,Tesla Model X,DC Fast,Commuter,Saturday
100.0,3.14,35.2,78.6,14.88,46.44,3.8,1200,2509.0,19,371.52,Tesla Model X,Level 1,Commuter,Tuesday
65.0,3.02,44.2,96.4,12.08,34.24,22.4,1200,1800.0,23,273.92,Chevy Bolt EV,Level 1,Commuter,Wednesday
100.0,49.17,37.5,79.7,1.01,47.05,-5.5,400,2241.0,19,376.4,Tesla Model S,DC Fast,Commuter,Wednesday
40.0,44.16,51.6,78.8,0.33,11.7,2.3,200,1598.0,19,93.6,Nissan Leaf,DC Fast,Casual Driver,Wednesday
75.0,47.73,9.3,98.8,1.6,71.81,3.7,600,1979.0,23,574.48,Tesla Model Y,DC Fast,Commuter,Wednesday
75.0,7.04,43.3,90.9,5.37,36.56,26.1,600,1979.0,23,292.48,Tesla Model Y,Level 2,Long-Distance Traveler,Saturday
72.6,44.18,65.1,98.9,0.54,24.62,21.1,200,1800.0,23,196.96,Hyundai Ioniq 5,DC Fast,Long-Distance Traveler,Tuesday
75.0,6.57,20.8,79.3,7.19,47.34,1.4,600,1979.0,8,378.72,Tesla Model Y,Level 2,Commuter,Saturday
42.2,6.63,22.8,91.8,5.11,31.95,-1.9,600,1195.0,19,255.6,BMW i3,Level 2,Commuter,Tuesday
65.0,6.43,39.3,79.8,4.22,26.74,24.4,400,1800.0,14,213.92,Chevy Bolt EV,Level 2,Commuter,Tuesday
75.0,46.08,46.9,78.4,0.6,25.0,6.5,1500,1844.0,14,200.0,Tesla Model 3,DC Fast,Commuter,Sunday
65.0,45.25,31.1,81.1,0.83,34.59,4.8,1400,1800.0,23,276.72,Chevy Bolt EV,DC Fast,Casual Driver,Thursday
75.0,7.18,25.2,93.4,7.91,53.65,8.4,1500,1844.0,19,429.2,Tesla Model 3,Level 2,Commuter,Wednesday
72.6,3.26,8.0,78.6,17.99,58.76,-11.9,800,1800.0,23,470.08,Hyundai Ioniq 5,Level 1,Commuter,Tuesday
75.0,6.65,38.2,78.4,4.62,30.79,25.3,400,1844.0,14,246.32,Tesla Model 3,Level 2,Commuter,Wednesday
100.0,46.72,41.1,80.0,0.82,41.87,2.3,400,2241.0,23,334.96,Tesla Model S,DC Fast,Casual Driver,Friday
75.0,45.06,47.0,83.3,0.55,27.3,21.1,400,1844.0,14,218.4,Tesla Model 3,DC Fast,Commuter,Tuesday
75.0,6.66,21.7,82.3,7.04,46.42,14.7,1000,1979.0,14,371.36,Tesla Model Y,Level 2,Casual Driver,Friday
42.2,44.47,42.0,81.1,0.44,16.84,25.1,600,1195.0,19,134.72,BMW i3,DC Fast,Commuter,Sunday
100.0,6.35,21.5,81.4,9.49,59.99,20.7,1000,2241.0,19,479.92,Tesla Model S,Level 2,Commuter,Thursday
75.0,3.02,27.5,93.4,17.24,49.76,21.4,400,1844.0,8,398.08,Tesla Model 3,Level 1,Long-Distance Traveler,Friday
100.0,7.09,22.0,79.6,8.28,58.82,14.8,600,2241.0,23,470.56,Tesla Model S,Level 2,Long-Distance Traveler,Saturday
42.2,6.72,18.6,94.7,5.2,33.13,27.6,400,1195.0,23,265.04,BMW i3,Level 2,Commuter,Thursday
75.0,46.9,44.4,81.1,0.61,27.85,17.5,1200,1844.0,14,222.8,Tesla Model 3,DC Fast,Commuter,Monday
100.0,45.77,31.0,80.2,1.1,49.74,17.1,200,2241.0,14,397.92,Tesla Model S,DC Fast,Commuter,Wednesday
75.0,6.52,39.6,80.9,4.86,31.9,13.1,400,1844.0,23,255.2,Tesla Model 3,Level 2,Commuter,Thursday
65.0,47.84,29.5,90.3,1.01,40.89,28.1,1400,1800.0,23,327.12,Chevy Bolt EV,DC Fast,Commuter,Tuesday
100.0,3.11,20.0,80.6,20.78,64.31,5.3,400,2509.0,23,514.48,Tesla Model X,Level 1,Commuter,Wednesday
100.0,6.89,50.0,78.8,4.36,29.79,12.2,400,2241.0,23,238.32,Tesla Model S,Level 2,Commuter,Saturday
65.0,6.61,18.2,79.7,6.42,42.39,34.3,600,1800.0,23,339.12,Chevy Bolt EV,Level 2,Commuter,Saturday
100.0,49.91,27.0,80.6,1.1,53.67,20.3,200,2241.0,8,429.36,Tesla Model S,DC Fast,Commuter,Saturday
65.0,6.62,10.8,78.3,7.22,47.63,0.4,400,1800.0,19,381.04,Chevy Bolt EV,Level 2,Casual Driver,Thursday
42.2,6.71,18.5,97.9,5.31,33.89,17.2,600,1195.0,19,271.12,BMW i3,Level 2,Commuter,Sunday
75.0,47.5,32.7,78.6,0.71,36.26,32.6,400,1844.0,23,290.08,Tesla Model 3,DC Fast,Long-Distance Traveler,Thursday
77.4,6.71,60.1,91.1,3.73,24.0,20.0,200,1960.0,19,192.0,Kia EV6,Level 2,Commuter,Tuesday
75.0,46.54,39.1,81.5,0.61,31.86,20.5,1000,1844.0,14,254.88,Tesla Model 3,DC Fast,Commuter,Sunday
100.0,6.64,50.0,82.9,5.07,33.61,15.2,400,2241.0,8,268.88,Tesla Model S,Level 2,Commuter,Friday
75.0,6.51,37.9,83.6,5.52,35.56,29.0,1000,1844.0,14,284.48,Tesla Model 3,Level 2,Commuter,Thursday
100.0,3.27,49.8,84.3,10.94,35.1,15.5,200,2509.0,19,280.8,Tesla Model X,Level 1,Commuter,Sunday
75.0,46.51,8.0,78.9,1.2,56.32,5.9,200,1979.0,8,450.56,Tesla Model Y,DC Fast,Long-Distance Traveler,Saturday
75.0,3.03,10.8,98.0,23.12,66.13,17.4,1000,1979.0,8,529.04,Tesla Model Y,Level 1,Commuter,Sunday
95.0,7.06,29.7,78.4,6.65,47.44,26.2,600,2585.0,14,379.52,Audi e-tron,Level 2,Casual Driver,Friday
95.0,7.12,22.4,93.6,10.0,67.75,20.6,200,2585.0,14,542.0,Audi e-tron,Level 2,Commuter,Friday
100.0,46.34,36.2,84.9,1.11,52.58,1.4,1500,2241.0,23,420.64,Tesla Model S,DC Fast,Commuter,Monday
40.0,6.82,19.8,79.9,3.64,25.42,33.6,1000,1598.0,14,203.36,Nissan Leaf,Level 2,Casual Driver,Monday
75.0,47.44,27.1,81.3,0.88,42.04,11.6,400,1844.0,14,336.32,Tesla Model 3,DC Fast,Commuter,Thursday
75.0,6.63,28.5,90.4,7.2,46.51,20.4,400,1979.0,23,372.08,Tesla Model Y,Level 2,Commuter,Tuesday
100.0,47.55,17.6,80.6,1.35,65.54,29.8,800,2241.0,19,524.32,Tesla Model S,DC Fast,Long-Distance Traveler,Sunday
100.0,44.71,21.8,91.7,1.82,80.21,-12.0,400,2241.0,23,641.68,Tesla Model S,DC Fast,Commuter,Thursday
75.0,49.94,30.1,97.0,1.2,55.49,-4.0,200,1979.0,23,443.92,Tesla Model Y,DC Fast,Long-Distance Traveler,Thursday
65.0,3.1,23.4,95.6,16.85,49.45,7.3,600,1800.0,14,395.6,Chevy Bolt EV,Level 1,Commuter,Tuesday
75.0,49.98,40.1,82.7,0.59,32.61,14.9,800,1844.0,23,260.88,Tesla Model 3,DC Fast,Commuter,Friday
95.0,3.28,39.9,79.2,12.4,40.98,42.0,1400,2585.0,8,327.84,Audi e-tron,Level 1,Long-Distance Traveler,Friday
65.0,3.17,46.6,80.2,7.28,22.99,7.7,600,1800.0,19,183.92,Chevy Bolt EV,Level 1,Long-Distance Traveler,Monday
75.0,48.17,47.2,92.6,0.82,35.31,11.2,800,1844.0,8,282.48,Tesla Model 3,DC Fast,Commuter,Monday
72.6,7.01,34.4,79.5,4.9,33.72,12.8,800,1800.0,19,269.76,Hyundai Ioniq 5,Level 2,Commuter,Thursday
75.0,6.87,44.6,98.0,6.26,40.48,17.7,400,1979.0,19,323.84,Tesla Model Y,Level 2,Commuter,Friday
77.4,7.05,43.6,81.8,4.69,32.12,0.3,800,1960.0,19,256.96,Kia EV6,Level 2,Casual Driver,Thursday
75.0,3.0,27.5,82.4,15.07,44.95,-1.1,1000,1844.0,19,359.6,Tesla Model 3,Level 1,Long-Distance Traveler,Tuesday
75.0,49.93,38.2,78.2,0.55,30.63,24.8,400,1979.0,19,245.04,Tesla Model Y,DC Fast,Long-Distance Traveler,Sunday
100.0,6.43,8.0,90.6,13.82,85.76,10.9,800,2241.0,19,686.08,Tesla Model S,Level 2,Commuter,Monday
100.0,7.15,8.0,81.9,10.91,77.05,9.9,1400,2241.0,19,616.4,Tesla Model S,Level 2,Casual Driver,Thursday
75.0,3.01,30.9,81.7,13.4,40.11,32.5,1000,1979.0,14,320.88,Tesla Model Y,Level 1,Commuter,Friday
72.6,6.63,56.9,92.3,4.41,27.69,2.1,800,1800.0,19,221.52,Hyundai Ioniq 5,Level 2,Commuter,Tuesday
42.2,6.97,25.0,93.2,4.71,31.24,0.4,400,1195.0,19,249.92,BMW i3,Level 2,Commuter,Thursday
65.0,6.35,46.1,81.6,3.71,23.81,12.7,200,1800.0,19,190.48,Chevy Bolt EV,Level 2,Casual Driver,Saturday
75.0,47.09,38.3,85.0,0.76,35.0,19.9,200,1979.0,14,280.0,Tesla Model Y,DC Fast,Casual Driver,Monday
72.6,7.18,22.3,80.6,6.57,47.38,-6.8,600,1800.0,19,379.04,Hyundai Ioniq 5,Level 2,Commuter,Monday
75.0,6.66,41.8,95.9,6.59,41.35,24.7,1500,1979.0,8,330.8,Tesla Model Y,Level 2,Long-Distance Traveler,Friday
95.0,6.71,24.9,80.1,7.94,53.27,16.4,1500,2585.0,19,426.16,Audi e-tron,Level 2,Casual Driver,Monday
95.0,48.4,21.9,93.4,1.52,69.79,26.7,1200,2585.0,19,558.32,Audi e-tron,DC Fast,Long-Distance Traveler,Tuesday
75.0,3.16,45.2,96.6,13.04,38.85,22.2,400,1844.0,14,310.8,Tesla Model 3,Level 1,Casual Driver,Tuesday
65.0,46.95,58.8,84.0,0.4,16.94,28.7,1400,1800.0,19,135.52,Chevy Bolt EV,DC Fast,Commuter,Sunday
75.0,6.92,9.4,78.6,7.86,54.19,9.5,400,1844.0,19,433.52,Tesla Model 3,Level 2,Commuter,Wednesday
100.0,6.66,32.2,79.3,7.4,49.2,9.3,400,2241.0,19,393.6,Tesla Model S,Level 2,Casual Driver,Sunday
100.0,6.84,31.5,99.4,10.75,68.84,23.4,1200,2241.0,14,550.72,Tesla Model S,Level 2,Commuter,Monday
75.0,2.95,29.8,83.3,14.64,42.73,4.8,400,1979.0,19,341.84,Tesla Model Y,Level 1,Casual Driver,Tuesday
65.0,6.78,33.4,84.3,5.13,34.1,12.6,600,1800.0,19,272.8,Chevy Bolt EV,Level 2,Commuter,Tuesday
75.0,7.16,11.9,80.3,7.25,51.55,21.3,1000,1844.0,19,412.4,Tesla Model 3,Level 2,Commuter,Thursday
75.0,6.84,42.3,82.7,4.59,30.75,23.9,200,1979.0,8,246.0,Tesla Model Y,Level 2,Commuter,Thursday
72.6,6.46,16.9,84.5,8.58,54.95,-6.9,1000,1800.0,14,439.6,Hyundai Ioniq 5,Level 2,Commuter,Friday
100.0,3.27,35.3,79.4,13.7,44.74,23.5,600,2241.0,19,357.92,Tesla Model S,Level 1,Long-Distance Traveler,Saturday
40.0,6.34,16.1,95.3,5.54,34.01,2.9,600,1598.0,23,272.08,Nissan Leaf,Level 2,Commuter,Monday
